Bluemix の Auto-Scaling サービスは、ターゲット環境の中でアプリケーション・インスタンスのキャパシティーを動的に調整する機能を提供しています。このサービスを利用すると、リソース割り当てと SLA の測定に基づいてアプリケーションをスケールアウト (またはスケールイン) することができます。,cloud
この記事では、IBM DevOps Services で使用されるスプリント・プランニング・プロセスとスクラム・メソッドについて詳しく探ります。具体的には、バックログ・グルーミング、スプリント・プランニング、デイリー・スクラムなどの基本的なスクラム・アクティビティーについて説明し、これらを実際に体験します。,cloud
OpenStack の Swift のようなオブジェクト・ストア・サービスを利用するメリットを理解するとともに、このサービスが Bluemix Single Sign On サービスを利用してオブジェクトにセキュアにアクセスするのをどのように支援できるのかを学んでください。,cloud
React Native ゲームを作成し、iOS ネイティブ・アプリの中で JavaScript が IBM MobileFirst にどのようにしてアクセスできるかを学んでください。,cloud
クラウド・コンピューティングは、ビジネスと社会の流れを変えることにより、大きなイノベーションの道を切り開いています。今や開発者たちは、Systems of Record (基幹システム) と Systems of Engagement (人と関わりあうシステム) を結合しているなか、クラウドをベースとした新しいスタイルのアプリケーションが生まれています。それは、Systems of Interaction (相互に作用するシステム) です。これらのアプリケーションを持続可能なものにするには、オープンソースとオープン・スタンダードをベースにクラウド・コンピューティングを構築する必要があります。この記事は、そのための基礎知識を提供します。,cloud
Bluemix 上でモバイルに対するプッシュ通知および認証を目的とした新しい iOS 8 SDK を試してください。このチュートリアルでは、現在ベータ版である新しい MobileFirst Platform for iOS を紹介します。さらに、Bluemix 上でモバイル・バックエンド・アプリを作成し、このアプリをサンプル iOS モバイル・アプリと接続する方法、そして Bluemix コンソールからプッシュ通知を送信する方法を紹介します。,cloud
David Barnes による Bluemix すなわち IBM の PaaS オファリングのデモを見てください。彼は、IBM Bluemix 上でアプリケーションを開発、デプロイする方法に焦点を当てています。,cloud
IT で起こっているクラウド革命について聞いたことがないとしたら、この 3 年の間、洞窟の中に住んでいたか、別の惑星に住んでいたに違いありません。今やクラウドはあらゆるところに偏在し、情報を保管および共有する方法を大々的に変えています。クラウド・コンピューティングは否応なしに、組織に新しいビジネス・モデルを適用させ、チームはアプリケーションの開発方法や提供方法をまったく新しい方法に変えなければなりません。クラウド・アプリケーションを作成してデプロイする計画を立てているとしたら、IBM Bluemix を検討すべきです。この記事では、その理由のうち 10 個を紹介します。モバイル・アプリケーションと Web アプリケーションを広範にサポートする Bluemix には、次の素晴らしいアイデアを発展させるために必要なすべてのサービスが揃っています。,cloud
無線モジュール、センサー、マイクロコントローラーがコモディティー化されて入手しやすくなったこともあって、モノのインターネット (IoT) の急速な成長が進んでいます。しかし、IoT は機器の製造業者にとってだけのビッグ・ニュースではありません。相互に接続された機器の数が増えるにつれ、これらの機器とインターフェースを取って、機器から生成される膨大な量のデータを処理するアプリケーションの需要も高くなってきています。この高まる需要に対応するには、Web およびモバイル・アプリケーションの開発者は、IoT を対象とした開発をスタートさせて、現在の開発プラクティスをこの新しいアプリケーション領域の課題に対処するように適応させていかなければなりません。そのような開発プラクティスの 1 つが、コンテナーを使用する方法です。コンテナーは、仮想化を実現するための軽量の手法であり、開発者はコンテナーを広範に適用することで、IoT アプリケーションの開発、テスト、デプロイ、更新を迅速に行えるようになります。,cloud
複数の記事からなるこの連載では、マイクロサービスがクラウド・アプリケーションをより管理しやすく、よりスケーラブルで、より信頼できるものにする仕組みを説明します。この第 1 回の記事では、クラウド・アーキテクチャーにおけるマイクロサービスの役割を概説し、マイクロサービスをベースとしたシステムを従来のモノリシックなモデルと比較します。,cloud
クラウド内にある、安価で信頼性の高いオブジェクト・ストレージを利用するアプリケーションが増えてきています。IBM Bluemix Object Storage サービスを利用すれば、皆さんもクラウド・ベースのストレージをアプリケーションに追加することができます。このチュートリアル・シリーズのパート 1 では、アプリケーション・スタブを作成するところから、ユーザー・インターフェースを使用可能にして、写真のアップロード処理を行い、写真の操作を開始するところまでを説明します。そして今回のチュートリアルでは、アプリケーションを IBM Bluemix にデプロイする方法、複数のコンテナーと複数のユーザーをサポートできるようにする方法を説明します。,cloud
クラウド内にある、安価で信頼性の高いオブジェクト・ストレージを利用するアプリケーションが増えてきています。IBM Bluemix Object Storage サービスを利用すれば、皆さんもクラウド・ベースのストレージをアプリケーションに追加することができます。今回のチュートリアルでは、アプリケーション・スタブを作成するところから、ユーザー・インターフェースを使用可能にして、写真のアップロード処理を行い、写真の操作を開始するところまでを説明します。そしてパート 2 では、アプリケーションを IBM Bluemix にデプロイする方法を説明します。,cloud
Tarun Gangwani による Bluemix すなわち IBM の PaaS オファリングのデモを見てください。Tarun は IBM Bluemix 上でアプリケーションを開発してデプロイするための手段として、Cloud Foundry コマンド・ラインにとどまらず、Docker ベースのコンテナー・デリバリーや OpenStack ベースの仮想マシン・デリバリーをはじめとする、さまざまな手段について説明しています。,cloud
Web ベースのアプリケーションのアクセス許可ポリシーは、複雑なだけでなく動的でもあります。アプリケーションのソース・コードにこれらのポリシーを実装する場合、ポリシーが変更されるたびにソース・コードに手を加えなければなりません。この記事では、Node.js アプリケーションにおいてビジネス・ルール・エンジンである Nools を使用して、アクセス許可を決定する方法を紹介します。Nools を使用してアクセス許可を決定することで、セキュリティー・ポリシーをオブジェクトとして保管することや、Angular ベースの単純なユーザー・インターフェースを使用してセキュリティー・ポリシーを編集することができるようになります。,cloud
Bluemix 上にホストされる、Go プログラミング言語で作成されたアプリケーションで Object Storage v2 サービスを利用してください。Object Storage v2 サービスが提供するストレージ・ファブリックは、可用性、堅牢性、信頼性、スケーラビリティーが高く、プライベート・クラウドや IBM パブリック・クラウドで利用可能です。,cloud
このチュートリアルでは、クラウド内で組み込みインデータベース・アナリティクスを提供するデータ・ウェアハウジング・サービス、IBM dashDB を取り上げます。IBM Bluemix を利用してクラウド上で dashDB のインスタンスを作成する方法、R アナリティクス機能を利用してデータ・セットに対する予測モデルを開発する方法、そして R の Shiny アプリケーションを利用してインタラクティブかつ堅牢な手段による視覚化と予測結果の生成を行う方法を紹介します。ここでは Kaggle データ・サイエンス・コンペティションをサンプル・データとして使用します。,cloud
モノのインターネット (IoT) の時代が到来しました。今や、センサー対応のスマート端末をはじめ、多種多様な機器がインターネットに接続しており、これらの機器は同じくインターネットに接続された新しいアプリケーションやソリューションで利用されています。モノのインターネットは、テクノロジー・コストの大幅な低下や、さまざまな形態での接続が普及するなど、複数の要因が重なったことで、急激に私たちの日常生活に入り込むようになっています。この記事では、モノのインターネット (IoT) の重要な概念を探り、IoT ソリューションを構築する際の 4 つの主なステップを説明します。,cloud
このチュートリアルでは、HTML5/CSS3、jQuery、Ajax、Java Servlet、SendGrid Java ライブラリーを IBM Bluemix SendGrid サービスとともに使用して、E メール配信システムを迅速に作成する方法を説明します。,cloud
このチュートリアルでは、エンタープライズ・クラスのモバイル・アプリを作成するためのアジャイル DevOps チーム環境のセットアップ方法を示します。具体的には、ゼロから一躍ヒーローになれるように、Ionic フレームワーク・ベースの Cordova アプリケーションを取得し、チーム開発、バックエンド・サービス、品質管理を適用する方法を学習します。このために、Git と統合された IBM DevOps Services と、2 つの IBM Bluemix サービス (Mobile Cloud Data サービスおよび Mobile Quality Assurance (MQA) サービス) を使用します。,cloud
現在利用可能な各種のクラウド・コンピューティング・システムについて詳しく探るとともに、クラウド・インフラストラクチャー上に実際のアプリケーションをデプロイする上で役立つガイドラインを参考にしてください。,cloud
クイックにビルドして IBM クラウド・プラットフォーム Bluemix にデプロイできるアプリケーションを使用して、SQLDB データベースを簡単に管理します。,cloud
センチメント分析に備えて、Twitter などのソーシャル・メディア・チャネルからのコンテンツを翻訳して正規化するために、IBM Bluemix で Watson 機械翻訳サービスと Watson 言語識別 サービスを使用してください。,cloud
世界中のコンソーシアムとワーキング・グループは、大多数のアプリケーション、アプライアンス、プラットフォームとの円滑な相互運用が可能なクラウド・システム環境を構築するための標準の策定に、共同で取り組んでいます。これらの標準は、単なるフレームワークではありません。システム設計者やアプリケーション・プログラマーのためのツールでもあります。この記事では、標準化団体による取り組みの概要を説明します。,cloud
このチュートリアルのシリーズでは、Node.js 環境で実行されている Bluemix アプリケーションから Facebook の API と Facebook を通じた許可を使用する方法を紹介します。この方法によって、アプリケーションがスマート・エージェントとして機能することが可能になるとともに、ユーザーがログインしていないときでも、ユーザーに代わって Facebook から情報を読み込んだり、Facebook に投稿したりすることが可能になります。全 3 回からなるこのチュートリアルのシリーズのパート 1 では、Facebook をログイン・ソースとして使用する方法を説明します。,cloud
このチュートリアルでは、IBM Bluemix における IBM Single Sign On サービスを利用して、Web アプリケーションをセキュアにする方法を学んでください。このサービスを利用することで、任意の Web アプリケーションまたはモバイル・アプリケーションに対してユーザーを認証することができます。また、Facebook、Google+、LinkedIn、さらには SAML ID プロバイダーのような複数の ID プロバイダーを利用することや、Bluemix 内で直接管理されるカスタム・ユーザー・ディレクトリーを使用することができます。すべての ID プロバイダーを同時に利用することができるので、エンド・ユーザはそれらのなかから選択することができます。,cloud
このチュートリアルのシリーズでは、Node.js 環境で実行されている Bluemix アプリケーションから Facebook の API と Facebook を通じた許可を使用する方法を紹介します。この方法によって、アプリケーションがスマート・エージェントとして機能することが可能になるとともに、ユーザーがログインしていないときでも、ユーザーに代わって Facebook から情報を読み込んだり、Facebook に投稿したりすることが可能になります。全 3 回からなるこのチュートリアルのシリーズのパート 3 では、パズルの最後のピースとして、サーバーにユーザーの代理を務めさせる方法を説明します。,cloud
このチュートリアルのシリーズでは、Node.js 環境で実行されている Bluemix アプリケーションから Facebook の API と Facebook を通じた許可を使用する方法を紹介します。この方法によって、アプリケーションがスマート・エージェントとして機能することが可能になるとともに、ユーザーがログインしていないときでも、ユーザーに代わって Facebook から情報を読み込んだり、Facebook に投稿したりすることが可能になります。全 3 回からなるこのチュートリアルのシリーズのパート 2 では、サーバーにユーザー情報を保管する方法を説明します。,cloud
クラウドに対応したアプリケーションの価値が高まっていることを開発者や組織が認識しているなか、アプリケーションのアーキテクチャーと設計をクラウド対応にするケースがますます増えてきています。クラウド対応のアプリケーションは、極めてエラスティック (弾力的) でスケーリングが容易であり、開発に要する時間が短く、コストも手頃に抑えられる傾向があります。このように、クラウド対応のアプリケーションには数々の利点があるものの、気づかないうちに、そのアーキテクチャーによって数々のセキュリティー問題が生み出される可能性があります。この記事では、クラウド対応のアプリケーションによって生み出されるセキュリティー問題をいくつか取り上げ、それらの問題に対処するために従うべきさまざまなベスト・プラクティスについて説明します。,cloud
この記事では、Book Club アプリケーションをワーキング・サンプルとして使用して、IBM Globalization サービスの機能 (サービス・ダッシュボード、フル機能の RESTful API、サンプル SDK) を使用して、Bluemix アプリケーションの静的コンテンツ (ユーザー・インターフェース) を翻訳する方法を説明します。さらに、Bluemix DevOps 環境内で開発、ビルド、テスト、デプロイを継続的に行いながら、アプリケーションを動的に更新する方法についても説明します。,cloud
既存の Apache Maven プロジェクトを Bluemix DevOps Services のデリバリー・パイプラインに統合する方法と、Maven プロジェクトを Bluemix DevOps Services プロジェクトとして使用できるようにセットアップする方法を学んでください。,cloud
この記事の手順に従って、IBM Cloud Orchestrator を SoftLayer に対してプロビジョニングするように構成してください。IBM Cloud Orchestrator は、そのまますぐに使用できるパターンとコンテンツ・パックをユーザーが利用できるようにするとともに (これは構成、プロビジョニング、デプロイに要する時間の短縮に寄与します) 使用状況の計測、課金、監視、キャパシティー管理などの管理ツールをユーザーのクラウド・サービスに統合します。開発してテストしたアプリケーションをすぐに本番環境へ移せるようにしてください。,cloud
現在市場にあるクラウド・プラットフォームでは、アプリケーションを移植すると問題が生じる可能性があります。このチュートリアルでは、サンプル・アプリケーションを Heroku から Bluemix に移植する方法をステップ・バイ・ステップで紹介します。,cloud
Muse ウェアラブル端末から脳波データを抽出し、現実の世界でアクションを行う方法を学んでください。ここでは、ラジコン・カーを動かします。この記事では、ハードウェアの側面およびソフトウェアの側面から Arduino とラジコン・カーのリモコンを扱う方法、そしてリアルタイムでの脳波の動きを確認するために Bluemix を使用して Node.js Web アプリケーションを作成する方法を説明します。,cloud
Joe Lennon が、Occer アプリをどのように作成して IBM の Bluemix プラットフォームにデプロイしたかを説明しているので、それを理解してください。バックエンドの API 層は、Ruby、Sinatra、MongoDB を使って作成されています。サッカーの試合の最新のスコアは、無料で入手できる football-data.co.uk のデータ・フィードから取得します。アプリそのものは Swift で作成した iOS アプリですが、IBM Bluemix のMobile SDK を利用してプッシュ通知に対処します。,cloud
このチュートリアルでは、IBM Business Process Manager (BPM) V8.5 アプリケーションに、IBM Bluemix 上で実行される IBM Watson Personality Insights サービスを統合するのに必要なステップを詳しく紹介します。IBM BPM は、ビジネス・プロセスを自動化するために広く使用されており、そのエンド・ユーザーは、ビジネスの業績と、ビジネスについての顧客の認識の両方に影響を及ぼす可能性がある意思決定を行う知識労働者です。Personality Insights サービスを利用すると、ユーザーは人々の嗜好についての理解を深めることができ、それらの人々と自分の思い通りに関われるようになります。,cloud
オブジェクト・ストアに保管されたデータをモバイル・アプリに簡単に統合できるようにするニーズを探ってください。クラウド・ストレージを使用すると、ユーザーやアプリケーションがリモートからデータを保管して、そのデータにいつでも、どこからでも、どの端末からでもアクセスすることができます。この記事では、最先端のオブジェクト・ストア・オファリングである IBM Spectrum Scale Object、そしてマルチプラットフォーム対応のモバイル・アプリ開発用プラットフォームとして人気の高い IBM MobileFirst についての概要を説明します。その後、カスタムで作成した MobileFirst 用アダプターを紹介します。このアダプターを使用すれば、IBM Spectrum Scale Object Store に保管されたデータにアクセスし、そのデータを統合するという処理を簡単に行えるモバイル・アプリを開発することができます。,cloud
Bluemix の API Management サービスを利用して、クラウド内で独自の API を作成して公開してください。このチュートリアルは、API エコノミーに参加する上で API Management と Bluemix がいかに役立つかを詳しく探る手助けをします。,cloud
現在、インターネット上には大量の非構造化データと半構造化データが氾濫しています。ほぼあらゆる形のコンテンツを動的にロードできる NoSQL データベースを使用すると、非構造化データや半構造化データは、極めて簡単にアクセス可能な形になります。このチュートリアルでは、米国の証券取引委員会で使われる eXtensible Business Reporting Language (XBRL) フォーマットで、データ・セットを作成または複製する方法を取り上げます,cloud
ソーシャル・データを分析することで、どれほどの情報が得られるか考えたことはありますか？こんなこと聞きましたが、行動には移さないでください。ソーシャル・データの分析に必要なものを作成するだけの十分な時間やリソースがあるわけではないからです。このチュートリアルでは、IBM Bluemix? の Node-RED ワークフロー・エディターを使用すれば、ソーシャル・データのフィード (Twitter フィード) を取り込んで、そのデータから HDFS (Hadoop Distributed File System) ファイルを作成するのが以下に簡単であるかを明らかにします。また、IBM Analytics for Hadoop サービスを利用してデータを分析し、要約チャートを生成する方法も説明します。不明なデータ・セットをいかに簡単に実用的な情報に変えられるかを知って驚くはずです。,cloud
IBM Bluemix で利用可能な dashDB サービスは、ビジネス・インテリジェンスとアナリティクス・タスクに対応した、アジャイルかつ強力で使いやすいプラットフォームを提供します。エンタープライズ規模で管理されるこのサービスには、最適化された列編成のインメモリー BLU Acceleration データウェアハウス・テクノロジーが採用されています。この記事では、dashDB サービスをアプリケーションに組み込むのがいかに簡単であるか、またそうすることでアプリケーションに専念できることを実際の例で説明します。,cloud
無料の IBM Bluemix アカウントにサインアップし、Bluemix にログインして Hadoop for Analytics サービスを起動してください。,cloud
IBM InfoSphere BigInsights Enterprise Edition のクラウド・ベースのインスタンス上で実行されて IBM Analytics for Hadoop サービスを使用するサンプル・アプリケーションを作成し、ソーシャル・メディア・データを IBM Watson ブランドのグローバル・カバレッジとして公開してください。また、Big SQL (IBM の Hadoop ベースのプラットフォームに対する SQL インターフェース) を使用してデータを照会し、そのデータを読み取る Java アプリケーションを格納した WAR ファイルをデプロイしてください。ユーザー向けに作成するこのサンプル･アプリケーションは、データに対するクエリーを動的に実行することができます。,cloud
Bluemix 上で Time Series Database サービスを利用して、データの作成、保管、分析を行う方法を学んでください。,cloud
この記事では、IBM DevOps Services、IBM Bluemix?、dashDB (以前は Analytics Warehouse または BLU Acceleration と呼ばれていました) などのクラウド・サービスを利用して、公共交通機関のシミュレーターを開発する方法を紹介します。JavaScript の知識をある程度持ち合わせている開発者や、クラウド・サービスを使い始めたい開発者は、データ分析およびデータ・ストリームを対象とした単純ながらも有用なアプリケーションを開発する方法を学ぶことができます。,cloud
MongoDB の特徴を活かして、MongoDB を利用した強力かつスケーラブルなクラウド・アプリケーションを作成してください。それがいかに簡単であるかを示すために、第 1 回では PHP/jQuery のアドレス帳アプリケーションを作成するプロセスを順に辿っていきます。このアプリケーションは、IBM Bluemix クラウドにホストされている MongoDB データベースを使用して、連絡先を保管および管理できるようにします。第 2 回では、複数のユーザーを追加する方法と、アプリケーションを Bluemix にデプロイする方法を紹介します。言うまでもなく、完全にモバイル対応にするので、アプリケーションを Bluemix にデプロイすると、すぐにタブレットやスマートフォンで使い始めることができます。,cloud
